"curveID","J_ref","J_ref_SE","J_ref_var","Ea_A","Ea_A_SE","Ea_A_var","Ed_A","Ed_A_SE","Ed_A_var","Topt","Topt_SE","Topt_var","Topt_EdA_cov","Topt_EdA_cor","Amax","AIC","r_sq","Tbreadth","id","Tleaf_min","Tleaf_max","gsw_mean_above30","z","CTmax_1min","T50","id_original","id_was_corrected","Ea_PSII","lnA_PSII","site","tree","collection_date","collector","species","location","long","lat","transplant_date","status","block","within_block_position","treatment","BIO1","BIO2","BIO3","BIO4","BIO5","BIO6","BIO7","BIO8","BIO9","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","elev_m"
19,13.9440622593374,0.0214646463600453,0.000460731043361804,0.157041072567687,0.00205755286966062,4.23352381144867e-06,2.73088790638942,0.0683727914858685,0.00467483861557005,33.0674027152086,0.058458622279181,0.00341741051877996,0.0037036069743081,0.926601514976437,15.4376562326404,-219.509599986349,0.980927894602642,8.4,"S09T05P02",15.1737333333333,39.2142666666667,0.321916325131312,3.377348607278,47.7673693525649,43.1148562983158,"S09T05P02",FALSE,242.206578826289,88.5518171886408,9,5,"0/05/2023","BRY","acerina","Baw Baw Plateau",146.3108803,-37.83274204,"5/8/2024","alive","1","A12","cold",6.82916641235352,6.90833330154419,36.7464561462402,442.243530273438,17.7999992370605,-1,18.7999992370605,1.73333334922791,12.4666662216187,12.4666662216187,1.56666660308838,1515,173,65,27.1176776885986,498,243,243,479,1498.89697265625
20,12.5648499087841,0.0815593035939824,0.00665192000273539,0.226173167317564,0.00482234143633283,2.32549769285726e-05,1.42136764350491,0.0359445834845373,0.00129201308187687,30.7087017457907,0.0580195645407826,0.00336626986950203,0.00179813999393109,0.862215012292255,12.4650353769125,-447.155674404032,0.98361885878925,9.8,"S13T07P01",14.7988333333333,37.9014666666667,0.396934135096518,3.66935706604986,47.3781345237041,43.9224908123313,"S13T07P01",FALSE,217.120465225633,78.677935044168,13,7,"7/2/2020","MON","pauciflora","Goulburn",149.6971203,-34.31560506,"5/8/2024","alive","5","E16","cold",12.1041669845581,12.4916667938232,47.6781158447266,511.301635742188,26.2000007629395,0,26.2000007629395,16.8666667938232,9.21666717529297,18.4166660308838,5.76666641235352,808,86,60,11.0807971954346,221,181,213,195,878.23974609375
21,13.9601905809002,0.0135258012646549,0.000182947299850941,0.0697417367874806,0.00123065360076795,1.51450828508311e-06,4.5110608208075,0.320602935873695,0.102786242490832,37.3431589538635,0.119028563075213,0.01416779882775,0.0354683186430316,0.929441191017733,15.3099793937966,-170.414070148225,0.95174952524556,11.1,"S06T01P06",15.3310333333333,40.9846666666667,0.21489556876973,1.39851386614188,45.3184375683585,44.7418348198386,"S06T01P06",FALSE,255.803760812174,93.1180125457481,6,1,"2/9/2024","ZAR + BRY","pauciflora","Long Plain",148.6428842,-35.60067096,"5/7/2024","alive","5","C1","cold",8.42500019073486,11.6333332061768,45.4427070617676,515.917114257812,22.3999996185303,-3.20000004768372,25.6000003814697,2.81666660308838,12.5,14.6999998092651,2,1077,120,62,18.9415454864502,326,207,221,320,1378.4775390625
22,10.8556264784309,0.0129894402156877,0.000168725557116924,0.00548197139114434,0.00193821532879987,3.75667866079481e-06,3.84245840966777,0.0335650856791781,0.00112661497665056,26.3379438159675,0.639890094717026,0.409459333316965,-0.0103772643234912,-0.483158619108647,10.850473568731,-261.813458241349,0.997687692475958,NA,"S14T03P09",17.8511333333333,43.6177666666667,0.0847790814293417,5.70974054414282,51.0058469396045,42.8697720487728,"S14T03P04",TRUE,263.094939742851,95.8221693246312,14,3,"2/14/2021","MON","pauciflora","Kosciuszko",148.607773,-36.196721,"5/8/2024","alive","spare",NA,NA,8.75,10.966667175293,44.2204322814941,501.479644775391,22.2999992370605,-2.5,24.7999992370605,8.0833330154419,14.8166666030884,14.8666667938232,2.54999995231628,1064,112,66,13.8179807662964,316,228,230,269,1317.79016113281
23,11.7775665135485,0.0149789874446558,0.000224370064867156,0.0770055606037312,0.00263706500832498,6.95411185813204e-06,2.73751326718464,0.0341236973046193,0.00116442671773728,30.1608373906452,0.0559012517232768,0.00312494994422916,0.00114071857828611,0.597999610716283,12.0449449727499,-328.886308578203,0.994570698029795,12.2,"S09T07P01",19.3436666666667,41.5996666666667,0.33128000826447,5.9618956794236,48.9940072630524,35.4853291071763,"S9T07P01",TRUE,307.089827158435,113.212929103657,9,7,"0/05/2023","BRY","acerina","Baw Baw Plateau",146.3252066,-37.83214933,"5/6/2024","alive","4","A10","cold",7.65000009536743,7.23333358764648,37.8708572387695,435.879486083984,18.7999992370605,-0.300000011920929,19.0999984741211,2.65000009536743,13.1999998092651,13.1999998092651,2.45000004768372,1361,147,62,23.5064353942871,427,231,231,410,1397.79711914062
25,7.61343344282362,0.0135100877905868,0.000182522472109362,0.0164115016894956,0.00200457919583715,4.01833775238313e-06,6.77467594941878,0.187991102061919,0.0353406544544548,36.9317732378935,0.129558220842428,0.0167853325878554,0.0124862004052492,0.512658345805134,7.78392349781029,-246.581853449036,0.9696128136248,NA,"S13T10P03",19.9780333333333,44.0187333333333,0.134015046422487,0.145890805390531,42.2398498550168,42.8235543875516,"S13T10P03",FALSE,224.995566081627,81.7031212904594,13,10,"7/2/2020","MON","pauciflora","Goulburn",149.8065881,-34.45721939,"5/7/2024","alive","4","F10","cold",11.9166669845581,12.1333332061768,47.5816955566406,492.984130859375,25.7000007629395,0.200000002980232,25.5,17.6833343505859,6.69999980926514,18,5.78333330154419,851,87,61,9.91168880462646,233,194,219,198,882.066650390625
26,12.0883109165384,0.0272626189169967,0.000743250390213386,0.0398553832680432,0.00403344167836683,1.62686517727866e-05,3.63178649803411,0.0697904693181555,0.0048707096076484,31.9177660276388,0.144399423603249,0.0208511935369504,0.00161132043665452,0.159889644486218,12.3835571178596,211.163055704577,0.98746425008559,NA,"S14T04P02",20.74435,44.1127333333333,0.224744390453143,2.98416321188656,46.839173322185,40.3841250497316,"S14T04P02",FALSE,233.282317899839,84.0043892940285,14,4,"2/14/2021","MON","pauciflora","Kosciuszko",148.614017,-36.190743,"5/7/2024","alive","1","G15","cold",9.20416641235352,11.625,45.5882339477539,503.277709960938,23.1000003814697,-2.40000009536743,25.5,8.56666660308838,13.1499996185303,15.3500003814697,2.96666669845581,926,96,60,13.2931938171387,276,203,210,226,1268.56896972656
27,8.63471533592774,0.0105612810055526,0.000111540656478245,0.133215447461685,0.00122163509218093,1.49239229844792e-06,2.16217631756072,0.0499189224692758,0.00249189882049357,33.7700953543624,0.0435978068860301,0.00190076876527157,0.001833008046593,0.842237406255189,9.39625944306449,-1054.58307706878,0.991976884559201,10.3,"S10T01P01",13.2052612903226,39.2374111111111,0.160599819284628,3.39319154538533,49.8207709065299,42.9989586704952,"S10T01P01",FALSE,299.912815970323,107.937640052984,10,1,"0/05/2023","BRY","hedraia","Falls Creek/Bogong",147.3004725,-36.71987474,"5/8/2024","alive","5","E3","cold",7.05416679382324,8.125,37.2706413269043,499.497283935547,19.3999996185303,-2.40000009536743,21.7999992370605,1.03333330154419,13.2666664123535,13.2666664123535,1.03333330154419,1582,179,74,25.5976619720459,506,267,267,506,1583.98620605469
28,19.3443917737763,0.388660104373572,0.151056676731676,0.369744724739958,0.0108712809056833,0.000118184748530275,1.06093879759687,0.0204356439270449,0.000417615542712965,30.673142462096,0.0755728088789227,0.00571124944185018,0.00118014007197741,0.764151844970583,16.4866148140233,21.7247614877744,0.981780733832238,10.1,"S14T05P07",13.74414,39.2773214285714,0.225723771390571,2.11159358288835,47.4894806644306,44.7867817284266,"S14T05P07",FALSE,217.174094740782,77.5216425446282,14,5,"2/14/2021","MON","pauciflora","Kosciuszko",148.616095,-36.185657,"5/7/2024","alive","3","E16","cold",9.20416641235352,11.625,45.5882339477539,503.277709960938,23.1000003814697,-2.40000009536743,25.5,8.56666660308838,13.1499996185303,15.3500003814697,2.96666669845581,926,96,60,13.2931938171387,276,203,210,226,1211.25463867188
29,6.87797080148777,0.00387620407095677,1.50249579997018e-05,0.234058971506179,0.000763611100362939,5.83101912597498e-07,3.5483305930454,0.0306865195104972,0.000941662479668126,34.4447536511796,0.0183299550432737,0.000335987251888434,0.000517147555892605,0.919401998621109,8.49707080717,-1348.52838396254,0.99814316078431,6,"S07T07P18",14.0964925925926,39.424737037037,0.171117289437985,NA,NA,43.9899139909349,"S07T07P18",FALSE,166.617292787335,58.2091229974267,7,7,"2/17/2024","ZAR + BRY","pauciflora","Namadgi, Mt Franklin Road",148.7958075,-35.40021858,"5/1/2024","alive","4","E7","cold",9.54583358764648,10.6916666030884,43.4620628356934,506.581512451172,22.7999992370605,-1.79999995231628,24.5999984741211,6.08333349227905,15.6499996185303,15.716667175293,3.28333330154419,1015,108,63,15.8454093933105,297,210,210,285,1232.10192871094
31,7.62565973265152,0.01786857819431,0.00031928608668617,0.100031724220578,0.00280501779138569,7.86812480999024e-06,10.306856201179,0.174201357449075,0.0303461129371003,35.6159429302715,0.0526790647345994,0.00277508386131211,0.00855040857838817,0.931745442343797,8.63295848890003,164.766795073584,0.984755322998758,6.5,"S06T05P24",16.8804,40.9937333333333,0.178151140220221,0.824246040025458,44.8438168198343,42.9476148029903,"S06T05P24",FALSE,289.531876996596,104.837072376363,6,5,"2/9/2024","ZAR + BRY","pauciflora","Long Plain",148.6387252,-35.5979197,"5/7/2024","alive","spare",NA,NA,8.01249980926514,11.2749996185303,44.7420654296875,514.548034667969,21.8999996185303,-3.29999995231628,25.1999988555908,2.41666650772095,14.2166662216187,14.283332824707,1.63333320617676,1101,124,64,19.380443572998,335,212,224,327,1424.67797851562
32,9.84291456280241,0.0294504712261307,0.00086733025544115,0.0425523603428522,0.00462526687558914,2.13930936704221e-05,3.81488848299479,0.135184292946042,0.0182747930593212,31.8214301296998,0.180030100506995,0.0324108370885586,0.0152770680582512,0.627723887320255,10.100335733113,330.836111292523,0.946844759220292,15.6,"S09T08T01",17.2656666666667,41.8127333333333,0.120846750755636,3.46614506299238,49.3729816861417,42.1551318745731,"S09T08P01",TRUE,317.629033435163,115.582938649406,9,8,"0/05/2023","BRY","acerina","Baw Baw Plateau",146.3203746,-37.83450343,"5/8/2024","alive","3","F12","cold",7.03749990463257,6.94166660308838,36.9237594604492,440.026458740234,18,-0.800000011920929,18.7999992370605,1.98333334922791,12.6499996185303,12.6499996185303,1.79999995231628,1477,167,64,26.3092250823975,480,239,239,461,1449.89587402344
33,8.17375633497406,0.00746516595934489,5.57287028005617e-05,0.0359966545836534,0.00122444456112076,1.49926448325822e-06,4.44919501280391,0.0798749233820864,0.00638000338529418,35.6464499786781,0.0747289005351987,0.00558440857519962,0.00514836844985669,0.86252277795539,8.50874582172531,-613.999948604535,0.984457495286267,17.2,"S13T02P07",18.3761333333333,43.4996333333333,0.15569710682469,4.56883813019445,51.8083507693061,44.7012304076826,"S13T02P07",FALSE,284.847084073954,102.314435054419,13,2,"7/1/2020","MON","pauciflora","Goulburn",149.335594,-34.37183799,"5/8/2024","alive","1","E10","cold",12.7041664123535,12.7416667938232,47.5435333251953,522.804748535156,27,0.200000002980232,26.7999992370605,9.30000019073486,16.783332824707,19.1666660308838,6.26666641235352,765,78,49,16.8811836242676,229,151,181,209,760.426147460938
34,12.2494224193403,0.039837941875385,0.00158706161286656,0.101667869959712,0.00595945659521163,3.55151229102113e-05,3.28108179841838,0.131227094043067,0.0172205502109879,33.8800686003547,0.161389904291803,0.0260467012073174,0.0193310321645329,0.91275699037977,13.3086729714932,515.92403194184,0.922989209301229,9.8,"S05T03P06",19.2570666666667,42.7122333333333,0.243534463934994,1.64658019253264,47.2772247604883,46.2099204362376,"S03T03P06",TRUE,NA,NA,5,3,"2/9/2024","ZAR + BRY","lacrimans","Long Plain",148.5627147,-35.66286329,"5/1/2024","alive","spare",NA,NA,8.06666660308838,11.3833332061768,44.9934120178223,514.862426757812,22,-3.29999995231628,25.2999992370605,2.43333339691162,14.283332824707,14.3333330154419,1.66666662693024,1203,139,64,22.4791240692139,379,219,236,372,1374.47106933594
35,11.4666172227008,0.00949467524477047,9.01488580036571e-05,0.145733274247828,0.0017802828109297,3.16940688689175e-06,2.85969525872501,0.03066427076125,0.000940297501319253,34.6666242350774,0.0379430686225711,0.00143967645649714,0.00110169369217772,0.946881803256868,13.0033627662681,-559.930379694619,0.993573095862293,8.7,"S12T05P09",20.7341,42.7154333333333,0.259731128119147,1.71773844037717,47.0318775238976,45.1951026376129,"S12T05P09",FALSE,175.362773467427,61.091017151007,12,5,"5/29/2020","MON","pauciflora","Armidale",151.8763137,-30.13955858,"5/13/2024","alive","2","E6","cold",11.7624998092651,10.6416664123535,46.4701614379883,461.770935058594,23.2999992370605,0.400000005960464,22.8999996185303,17.2333335876465,5.81666660308838,17.2333335876465,5.81666660308838,954,143,43,40.359203338623,377,141,377,141,1324.46252441406
36,14.39526422596,0.0136617426160925,0.000186643211308357,0.0216148044322586,0.00155622611729024,2.42183972813624e-06,3.59361190141898,0.0493128547277785,0.00243175764140298,32.3230894991091,0.102671514988368,0.0105414399900067,0.000383171024576464,0.0756802477740915,14.6000973013028,-254.002069217087,0.992946901376205,NA,"S10T07P07",20.1374333333333,43.6460333333333,0.271385670629305,1.06867799901795,45.94262727695,45.1431142230451,"S10T07P07",FALSE,NA,NA,10,7,"0/05/2023","BRY","hedraia","Falls Creek/Bogong",147.284648,-36.77091069,"5/8/2024","alive","3","G3","cold",7.32499980926514,8.26666641235352,37.575756072998,501.450164794922,19.7000007629395,-2.29999995231628,22,1.23333334922791,13.533332824707,13.533332824707,1.23333334922791,1470,173,70,25.3304977416992,470,254,254,470,1467.08923339844
38,8.73871335211686,0.0121538881534013,0.000147716997245389,0.0677262929098325,0.00167278929289734,2.79822401843197e-06,3.72896452675498,0.0621577851718747,0.00386359025747292,32.5746294725074,0.075838418626619,0.00575146573978631,0.00434061970724123,0.920803450735545,9.15887825949679,-339.519108719259,0.984387704056793,11.8,"S06T05P27",14.06925,41.4393111111111,0.0723663073815245,2.17030448892095,48.2907452108919,45.0920626699451,"S06T05P27",FALSE,623.022889482149,231.157114807804,6,5,"2/9/2024","ZAR + BRY","pauciflora","Long Plain",148.6387252,-35.5979197,"5/7/2024","alive","spare",NA,NA,8.01249980926514,11.2749996185303,44.7420654296875,514.548034667969,21.8999996185303,-3.29999995231628,25.1999988555908,2.41666650772095,14.2166662216187,14.283332824707,1.63333320617676,1101,124,64,19.380443572998,335,212,224,327,1424.67797851562
39,7.51596278968639,0.00295663734982889,8.74170441840318e-06,0.122163246934092,0.000528703079929557,2.79526946726999e-07,4.29432164325558,0.028737465513797,0.00082584192415667,35.3688552035112,0.0214204406716585,0.000458835278568043,0.00059648480387002,0.968997194800657,8.56703332939692,-1429.36584574974,0.99671354625166,7.9,"S09T06P13",15.6824766666667,41.2699148148148,0.117792542127815,3.09633446387131,48.6400575682021,43.8786145008143,"S09T06P13",FALSE,508.955123903917,188.648167329092,9,6,"0/05/2023","BRY","acerina","Baw Baw Plateau",146.328103,-37.83555978,"2/13/2024","alive","4","C11","control",7.40000009536743,7.06666660308838,37.3897705078125,437.061462402344,18.3999996185303,-0.5,18.8999996185303,2.36666655540466,12.9666662216187,12.9666662216187,2.18333339691162,1417,157,63,24.8477172851562,453,236,236,435,1353.13391113281
40,7.35618098063578,0.00820631295805957,6.73435723656165e-05,0.0866174052629214,0.00138428231849547,1.91623753729918e-06,2.97819580576063,0.0878997702972241,0.00772636961830476,34.4622595755757,0.0860097532049468,0.00739767764637585,0.00724595071384511,0.958428973413783,7.92241455826521,-712.061946925238,0.964024165815814,11.3,"S12T01P01",14.3635709677419,40.7575,0.0942971720327046,2.84708769289111,48.1807380664139,42.9322992389589,"S12T01P01",FALSE,368.114883809739,135.000686509325,12,1,"5/29/2020","MON","pauciflora","Armidale",151.720225,-30.33013238,"5/13/2024","alive","4","B15","cold",12.0041666030884,11.3416662216187,46.8663902282715,482.952362060547,24.3999996185303,0.200000002980232,24.1999988555908,17.7333335876465,5.80000019073486,17.7333335876465,5.80000019073486,859,118,44,34.826587677002,320,146,320,146,1273.12524414062
41,11.2542013909139,0.0104460200005405,0.000109119333851693,0.0770992482094574,0.00130815514258413,1.71126987706931e-06,2.19911192725606,0.0256780994592702,0.000659364791840171,31.2324887583015,0.0476399291733071,0.00226956285163771,0.00109849385042333,0.897973759982538,11.54761118678,-774.95148270469,0.993682416699634,13.4,"S05T07P02",16.5557,41.7686333333333,0.158615325324434,4.6871896163728,49.8840920514448,42.8386308880058,"S05T07P02",FALSE,NA,NA,5,7,"0/05/2023","BRY","lacrimans","Long Plain",148.5911515,-35.62483876,"5/7/2024","alive","4","D8","cold",8.125,10.9666662216187,44.2204322814941,512.411865234375,21.7999992370605,-3,24.7999992370605,2.51666665077209,14.2833337783813,14.3666667938232,1.75,1159,135,63,22.076099395752,364,213,230,358,1356.31176757812
42,10.5051580899815,0.0315470937783084,0.000995219125857386,0.0858592625280118,0.00562553297376778,3.16466212389486e-05,3.36833480131111,0.105620670242494,0.0111557259824738,32.5188296602357,0.138071134223489,0.0190636381057607,0.0120222430986055,0.824391858032701,11.1141781384067,345.298512571614,0.958452082149972,10.6,"S10T05P03",19.2013666666667,41.962,0.178604854542431,2.64958047991949,48.1046975665651,NA,"S10T05P03",FALSE,468.639535878482,173.570965669525,10,5,"0/05/2026","BRY","hedraia","Falls Creek/Bogong",147.291878,-36.77394442,"5/8/2024","alive","4","C7","control",7.82499980926514,8.73333358764648,38.988094329834,499.365509033203,20.3999996185303,-2,22.3999996185303,1.71666669845581,13.9833335876465,13.9833335876465,1.71666669845581,1377,156,65,25.3785762786865,441,238,238,441,1414.52368164062
43,14.7869339192296,0.0119344993734657,0.000142432275295253,0.0461457037250102,0.00121671715394955,1.4804006327151e-06,2.56491765980346,0.0284305964624092,0.000808298815208357,30.115957612511,0.0525109117762734,0.00275739585557557,0.00102954171521086,0.689617728683351,14.9674607286437,-519.388995664748,0.995836252548561,16.9,"S13T04P02",16.8159642857143,41.6506148148148,0.147231373641539,3.84834651218358,49.207115284209,42.9737150902744,"S13T04P02",FALSE,314.170420516351,115.409114217266,13,4,"7/2/2020","MON","pauciflora","Goulburn",149.4033473,-34.51707128,"5/13/2024","alive","4","A4","control",11.7666664123535,12.2833337783813,46.7046890258789,518.245849609375,26,-0.300000011920929,26.2999992370605,8.38333320617676,15.783332824707,18.216667175293,5.41666698455811,778,80,48,17.20774269104,235,153,179,216,917.8173828125
